,feelslike,humidity,precipitation,pressure,temp,winddir,windspeed,month,isusable,weekday
2015-12-25,15.0,0.83,0.6,1021.0,15.0,224,0.833334,12,False,5
2015-12-26,8.0,0.76,0.6,1030.0,13.0,54,4.444448,12,False,6
2015-12-27,10.0,0.89,1.8,1015.0,14.0,229,4.722226,12,False,7
2015-12-28,-1.0,0.77,0.2,1016.0,6.0,267,5.555560000000002,12,False,1
2015-12-29,2.0,0.87,2.7,1018.0,9.0,199,4.444448,12,False,2
2015-12-30,4.0,0.92,1.3,1024.0,8.0,90,2.5000020000000003,12,False,3
2015-12-31,5.0,0.84,0.6,1018.0,9.0,265,4.444448,12,False,4
2016-01-01,-1.0,0.73,0.1,1018.0,5.0,284,5.555560000000002,1,False,5
2016-01-02,-2.0,0.63,0.0,1017.0,4.0,275,4.722226,1,False,6
2016-01-03,-2.0,0.64,0.0,1013.0,7.0,268,5.8333379999999995,1,False,7
2016-01-04,-6.0,0.74,1.1,1016.0,1.0,262,5.0000040000000014,1,False,1
2016-01-05,-11.0,0.39,0.0,1035.0,-2.0,248,4.722226,1,False,2
2016-01-06,-2.0,0.35,0.0,1034.0,3.0,242,3.0555580000000004,1,False,3
2016-01-07,2.0,0.4,0.0,1026.0,6.0,248,1.111112,1,False,4
2016-01-08,1.0,0.72,0.1,1023.0,6.0,50,3.611114,1,False,5
2016-01-09,3.0,0.93,0.3,1021.0,8.0,69,4.166670000000001,1,False,6
2016-01-10,7.0,0.9,13.3,1002.0,14.0,169,8.611118000000001,1,False,7
2016-01-11,-6.0,0.54,0.0,1014.0,2.0,278,7.777784,1,False,1
2016-01-12,-3.0,0.53,0.7,1012.0,5.0,218,5.277782,1,False,2
2016-01-13,-11.0,0.52,0.0,1015.0,-2.0,279,8.611118000000001,1,False,3
2016-01-14,-5.0,0.61,0.0,1015.0,2.0,261,3.888892,1,False,4
2016-01-15,4.0,0.78,0.0,1011.0,7.0,124,1.666668,1,False,5
2016-01-16,3.0,0.89,3.2,1001.0,9.0,225,5.277782,1,False,6
2016-01-17,-3.0,0.78,0.0,1009.0,3.0,209,3.888892,1,False,7
2016-01-18,-11.0,0.57,0.0,1011.0,0.0,287,9.166674,1,False,1
2016-01-19,-13.0,0.6,0.0,1017.0,-3.0,291,9.444452,1,False,2
2016-01-20,-5.0,0.63,0.0,1021.0,2.0,305,4.166670000000001,1,False,3
2016-01-21,-6.0,0.57,0.0,1021.0,2.0,326,5.277782,1,False,4
2016-01-22,-8.0,0.48,0.7,1024.0,-2.0,147,4.444448,1,False,5
2016-01-23,-11.0,0.94,17.0,1008.0,-1.0,34,11.388898,1,False,6
2016-01-24,-9.0,0.83,0.0,1014.0,0.0,330,5.8333379999999995,1,False,7
2016-01-25,-5.0,0.81,0.0,1024.0,1.0,251,2.5000020000000003,1,False,1
2016-01-26,-1.0,0.93,0.5,1018.0,5.0,220,4.722226,1,False,2
2016-01-27,0.0,0.86,1.5,1018.0,5.0,307,4.444448,1,False,3
2016-01-28,1.0,0.81,0.0,1014.0,4.0,220,2.222224,1,False,4
2016-01-29,-3.0,0.83,0.0,1002.0,4.0,294,5.0000040000000014,1,False,5
2016-01-30,-5.0,0.77,0.0,1017.0,2.0,253,4.444448,1,False,6
2016-01-31,1.0,0.93,0.0,1013.0,8.0,218,3.333336,1,False,7
2016-02-01,5.0,0.93,1.7,1011.0,12.0,278,4.166670000000001,2,False,1
2016-02-02,5.0,0.82,0.0,1025.0,8.0,188,2.5000020000000003,2,False,2
2016-02-03,6.0,0.93,10.8,1018.0,12.0,162,6.3888940000000005,2,False,3
2016-02-04,8.0,0.87,2.4,1016.0,11.0,262,3.611114,2,False,4
2016-02-05,-3.0,0.83,8.0,1021.0,5.0,249,6.3888940000000005,2,False,5
2016-02-06,-3.0,0.73,0.0,1028.0,3.0,248,3.333336,2,False,6
2016-02-07,1.0,0.76,0.0,1020.0,6.0,189,2.5000020000000003,2,False,7
2016-02-08,-4.0,0.84,1.1,1009.0,3.0,38,5.8333379999999995,2,False,1
2016-02-09,-4.0,0.86,0.4,1004.0,1.0,89,2.7777800000000004,2,False,2
2016-02-10,-4.0,0.83,0.8,1004.0,3.0,260,5.0000040000000014,2,False,3
2016-02-11,-12.0,0.63,0.6,1014.0,-2.0,291,8.333340000000002,2,False,4
2016-02-12,-12.0,0.55,0.1,1021.0,-4.0,266,4.444448,2,False,5
2016-02-13,-17.0,0.55,0.1,1019.0,-5.0,301,9.166674,2,False,6
2016-02-14,-20.0,0.42,0.0,1032.0,-9.0,312,5.555560000000002,2,False,7
2016-02-15,-7.0,0.68,4.3,1030.0,3.0,120,2.222224,2,False,1
2016-02-16,3.0,0.94,7.9,1008.0,10.0,202,7.777784,2,False,2
2016-02-17,-2.0,0.79,0.0,1016.0,4.0,294,4.722226,2,False,3
2016-02-18,-6.0,0.63,0.0,1030.0,1.0,293,5.555560000000002,2,False,4
2016-02-19,-4.0,0.56,0.0,1032.0,2.0,151,3.888892,2,False,5
2016-02-20,4.0,0.81,0.6,1014.0,12.0,223,6.111116000000001,2,False,6
2016-02-21,7.0,0.85,4.9,1013.0,10.0,200,3.333336,2,False,7
2016-02-22,4.0,0.78,0.0,1020.0,8.0,157,2.5000020000000003,2,False,1
2016-02-23,-2.0,0.84,4.9,1025.0,4.0,59,6.944450000000002,2,False,2
2016-02-24,4.0,0.95,17.9,1010.0,14.0,101,7.500006000000001,2,False,3
2016-02-25,5.0,0.83,1.5,994.0,14.0,231,8.333340000000002,2,False,4
2016-02-26,-5.0,0.58,0.0,1011.0,2.0,308,7.500006000000001,2,False,5
2016-02-27,-4.0,0.54,0.0,1018.0,4.0,263,5.277782,2,False,6
2016-02-28,3.0,0.75,0.0,1013.0,12.0,227,5.8333379999999995,2,False,7
2016-02-29,6.0,0.8,0.3,1007.0,12.0,239,6.111116000000001,2,False,1
2016-03-01,3.0,0.73,0.0,1017.0,8.0,179,4.722226,3,False,2
2016-03-02,0.0,0.68,3.1,1007.0,12.0,279,8.611118000000001,3,False,3
2016-03-03,-5.0,0.43,0.0,1023.0,2.0,271,3.888892,3,False,4
2016-03-04,-4.0,0.75,2.0,1020.0,2.0,49,5.277782,3,False,5
2016-03-05,-3.0,0.57,0.0,1022.0,3.0,233,3.333336,3,False,6
2016-03-06,1.0,0.53,0.0,1025.0,5.0,134,1.944446,3,False,7
2016-03-07,3.0,0.77,0.0,1021.0,12.0,222,5.0000040000000014,3,False,1
2016-03-08,9.0,0.81,0.0,1020.0,14.0,150,2.5000020000000003,3,False,2
2016-03-09,14.0,0.71,0.0,1019.0,19.0,218,3.0555580000000004,3,True,3
2016-03-10,16.0,0.79,0.0,1015.0,20.0,249,3.333336,3,True,4
2016-03-11,11.0,0.78,0.9,1020.0,14.0,318,4.722226,3,False,5
2016-03-12,9.0,0.72,0.0,1024.0,13.0,138,3.0555580000000004,3,False,6
2016-03-13,10.0,0.77,0.0,1018.0,13.0,178,2.7777800000000004,3,False,7
2016-03-14,3.0,0.83,5.3,1017.0,9.0,75,7.222228,3,False,1
2016-03-15,7.0,0.88,0.1,1010.0,12.0,173,4.166670000000001,3,False,2
2016-03-16,10.0,0.86,1.3,1010.0,14.0,180,1.944446,3,False,3
2016-03-17,9.0,0.74,0.1,1010.0,14.0,223,3.0555580000000004,3,False,4
2016-03-18,6.0,0.65,0.0,1011.0,12.0,300,5.8333379999999995,3,False,5
2016-03-19,3.0,0.53,0.0,1019.0,7.0,258,2.7777800000000004,3,False,6
2016-03-20,-2.0,0.55,0.0,1019.0,4.0,55,5.0000040000000014,3,False,7
2016-03-21,0.0,0.63,1.0,1012.0,8.0,310,5.555560000000002,3,False,1
2016-03-22,2.0,0.59,0.0,1020.0,10.0,243,5.8333379999999995,3,False,2
2016-03-23,11.0,0.72,0.0,1015.0,17.0,231,3.888892,3,False,3
2016-03-24,6.0,0.79,0.0,1016.0,10.0,78,5.277782,3,False,4
2016-03-25,12.0,0.82,3.2,1009.0,17.0,244,5.277782,3,False,5
2016-03-26,4.0,0.73,0.0,1026.0,9.0,120,4.166670000000001,3,False,6
2016-03-27,5.0,0.78,0.0,1027.0,10.0,111,3.0555580000000004,3,False,7
2016-03-28,5.0,0.83,3.2,1007.0,12.0,176,6.111116000000001,3,False,1
2016-03-29,2.0,0.6,0.0,1015.0,10.0,310,8.333340000000002,3,False,2
2016-03-30,4.0,0.58,0.0,1026.0,10.0,234,4.722226,3,False,3
2016-03-31,11.0,0.77,0.0,1015.0,17.0,198,6.944450000000002,3,False,4
2016-04-01,16.0,0.87,4.0,1003.0,20.0,227,5.8333379999999995,4,False,5
2016-04-02,9.0,0.83,7.3,1000.0,12.0,204,3.0555580000000004,4,False,6
2016-04-03,-3.0,0.64,0.7,1007.0,7.0,262,9.444452,4,False,7
2016-04-04,-1.0,0.84,7.5,1013.0,6.0,90,4.722226,4,False,1
2016-04-05,-6.0,0.61,0.0,1026.0,3.0,173,6.666672,4,False,2
2016-04-06,1.0,0.6,0.0,1024.0,7.0,163,5.0000040000000014,4,False,3
2016-04-07,8.0,0.9,5.6,1002.0,12.0,196,6.3888940000000005,4,False,4
2016-04-08,3.0,0.69,0.6,1004.0,8.0,273,6.111116000000001,4,False,5
2016-04-09,0.0,0.72,2.8,1009.0,7.0,158,5.0000040000000014,4,False,6
2016-04-10,0.0,0.61,0.0,1025.0,7.0,267,5.0000040000000014,4,False,7
2016-04-11,7.0,0.77,0.3,1021.0,14.0,191,6.111116000000001,4,False,1
2016-04-12,9.0,0.79,22.5,1017.0,13.0,247,5.8333379999999995,4,False,2
2016-04-13,9.0,0.72,0.4,1018.0,14.0,234,3.611114,4,False,3
2016-04-14,11.0,0.71,0.6,1020.0,15.0,221,3.333336,4,False,4
2016-04-15,8.0,0.74,2.5,1021.0,13.0,162,4.166670000000001,4,False,5
2016-04-16,9.0,0.76,3.6,1020.0,14.0,163,4.722226,4,False,6
2016-04-17,11.0,0.71,0.9,1017.0,15.0,231,3.611114,4,False,7
2016-04-18,10.0,0.68,0.0,1019.0,15.0,204,3.0555580000000004,4,False,1
2016-04-19,10.0,0.76,0.8,1018.0,14.0,161,3.888892,4,False,2
2016-04-20,9.0,0.78,3.5,1018.0,14.0,167,4.444448,4,False,3
2016-04-21,13.0,0.68,0.0,1019.0,19.0,222,4.166670000000001,4,True,4
2016-04-22,18.0,0.82,3.4,1012.0,21.0,229,2.7777800000000004,4,False,5
2016-04-23,15.0,0.77,5.4,1011.0,17.0,206,4.444448,4,False,6
2016-04-24,11.0,0.58,0.0,1018.0,16.0,170,3.0555580000000004,4,False,7
2016-04-25,14.0,0.67,0.0,1015.0,17.0,173,1.944446,4,False,1
2016-04-26,12.0,0.88,8.1,1007.0,16.0,56,3.0555580000000004,4,False,2
2016-04-27,10.0,0.69,0.0,1013.0,14.0,125,3.0555580000000004,4,False,3
2016-04-28,9.0,0.63,0.5,1017.0,12.0,126,3.0555580000000004,4,False,4
2016-04-29,8.0,0.73,0.8,1019.0,12.0,90,3.888892,4,False,5
2016-04-30,9.0,0.7,0.0,1023.0,14.0,105,3.0555580000000004,4,False,6
2016-05-01,7.0,0.85,3.7,1022.0,9.0,112,3.333336,5,False,7
2016-05-02,10.0,0.88,1.7,1015.0,14.0,137,1.944446,5,False,1
2016-05-03,10.0,0.94,10.0,1011.0,11.0,82,3.333336,5,False,2
2016-05-04,7.0,0.92,1.5,1008.0,10.0,73,4.166670000000001,5,False,3
2016-05-05,7.0,0.87,0.5,1006.0,12.0,38,4.722226,5,False,4
2016-05-06,7.0,0.93,5.6,1006.0,11.0,71,6.111116000000001,5,False,5
2016-05-07,10.0,0.91,0.1,1008.0,13.0,107,2.7777800000000004,5,False,6
2016-05-08,11.0,0.75,2.2,1007.0,17.0,263,4.722226,5,False,7
2016-05-09,14.0,0.64,0.0,1016.0,20.0,269,4.166670000000001,5,True,1
2016-05-10,11.0,0.64,0.0,1023.0,15.0,157,3.333336,5,False,2
2016-05-11,15.0,0.7,0.0,1021.0,20.0,194,2.222224,5,True,3
2016-05-12,18.0,0.71,0.0,1019.0,20.0,173,2.222224,5,True,4
2016-05-13,15.0,0.93,4.4,1011.0,16.0,206,2.5000020000000003,5,False,5
2016-05-14,16.0,0.79,2.1,1007.0,19.0,259,3.888892,5,False,6
2016-05-15,7.0,0.62,0.4,1010.0,12.0,285,7.222228,5,False,7
2016-05-16,8.0,0.59,0.0,1018.0,16.0,276,6.944450000000002,5,False,1
2016-05-17,12.0,0.73,0.5,1022.0,17.0,236,4.166670000000001,5,False,2
2016-05-18,10.0,0.73,0.0,1019.0,12.0,69,3.333336,5,False,3
2016-05-19,15.0,0.79,2.4,1017.0,18.0,177,3.0555580000000004,5,False,4
2016-05-20,16.0,0.76,0.7,1017.0,20.0,214,3.0555580000000004,5,False,5
2016-05-21,17.0,0.76,1.4,1017.0,21.0,187,2.7777800000000004,5,False,6
2016-05-22,15.0,0.78,1.4,1011.0,18.0,134,2.7777800000000004,5,False,7
2016-05-23,17.0,0.78,2.6,1013.0,20.0,209,1.944446,5,False,1
2016-05-24,16.0,0.87,7.8,1013.0,19.0,210,1.944446,5,False,2
2016-05-25,22.0,0.66,0.0,1018.0,26.0,254,3.333336,5,True,3
2016-05-26,20.0,0.75,0.0,1018.0,22.0,224,4.166670000000001,5,True,4
2016-05-27,24.0,0.8,31.4,1018.0,25.0,187,4.444448,5,False,5
2016-05-28,27.0,0.79,37.6,1019.0,27.0,203,4.444448,5,False,6
2016-05-29,22.0,0.82,3.9,1020.0,26.0,199,3.611114,5,False,7
2016-05-30,21.0,0.91,13.4,1016.0,24.0,226,2.7777800000000004,5,False,1
2016-05-31,20.0,0.79,1.8,1015.0,24.0,183,3.0555580000000004,5,False,2
2016-06-01,21.0,0.7,0.8,1019.0,25.0,102,3.0555580000000004,6,False,3
2016-06-02,19.0,0.81,0.1,1020.0,22.0,103,3.0555580000000004,6,False,4
2016-06-03,18.0,0.92,2.2,1018.0,20.0,137,1.944446,6,False,5
2016-06-04,21.0,0.86,2.4,1015.0,25.0,198,2.222224,6,False,6
2016-06-05,19.0,0.95,4.6,1008.0,22.0,170,3.611114,6,False,7
2016-06-06,22.0,0.75,0.1,1005.0,26.0,241,4.166670000000001,6,True,1
2016-06-07,22.0,0.7,0.2,1000.0,25.0,267,3.888892,6,True,2
2016-06-08,14.0,0.7,0.8,1005.0,19.0,293,5.8333379999999995,6,False,3
2016-06-09,15.0,0.57,0.0,1011.0,20.0,300,6.3888940000000005,6,True,4
2016-06-10,14.0,0.59,0.0,1015.0,19.0,311,4.166670000000001,6,True,5
2016-06-11,21.0,0.73,3.9,1012.0,26.0,246,3.888892,6,False,6
2016-06-12,21.0,0.64,0.0,1006.0,25.0,300,6.666672,6,True,7
2016-06-13,17.0,0.62,0.0,1010.0,21.0,315,5.8333379999999995,6,True,1
2016-06-14,19.0,0.59,0.0,1013.0,23.0,305,3.333336,6,True,2
2016-06-15,18.0,0.78,0.5,1014.0,19.0,258,2.5000020000000003,6,False,3
2016-06-16,21.0,0.79,1.1,1016.0,24.0,177,2.7777800000000004,6,False,4
2016-06-17,19.0,0.75,0.0,1014.0,22.0,152,2.5000020000000003,6,True,5
2016-06-18,21.0,0.66,0.1,1023.0,26.0,229,2.5000020000000003,6,True,6
2016-06-19,22.0,0.72,0.0,1025.0,26.0,163,2.7777800000000004,6,True,7
2016-06-20,22.0,0.77,0.0,1019.0,25.0,157,2.7777800000000004,6,True,1
2016-06-21,25.0,0.66,6.5,1010.0,27.0,280,3.333336,6,False,2
2016-06-22,23.0,0.59,0.2,1011.0,26.0,239,2.7777800000000004,6,True,3
2016-06-23,22.0,0.72,0.2,1011.0,25.0,188,1.111112,6,True,4
2016-06-24,22.0,0.74,0.1,1017.0,25.0,83,3.333336,6,True,5
2016-06-25,22.0,0.7,0.0,1022.0,26.0,115,2.7777800000000004,6,True,6
2016-06-26,22.0,0.66,0.0,1022.0,27.0,212,2.7777800000000004,6,True,7
2016-06-27,22.0,0.76,0.2,1018.0,25.0,196,4.722226,6,True,1
2016-06-28,22.0,0.91,3.7,1014.0,23.0,166,3.333336,6,False,2
2016-06-29,24.0,0.75,0.1,1012.0,26.0,276,2.222224,6,True,3
2016-06-30,25.0,0.66,0.0,1016.0,27.0,259,2.7777800000000004,6,True,4
2016-07-01,24.0,0.81,2.6,1014.0,25.0,192,3.333336,7,False,5
2016-07-02,21.0,0.66,0.0,1015.0,24.0,296,5.0000040000000014,7,True,6
2016-07-03,22.0,0.6,0.0,1019.0,25.0,268,3.0555580000000004,7,True,7
2016-07-04,24.0,0.7,0.6,1017.0,26.0,220,3.611114,7,False,1
2016-07-05,27.0,0.8,8.3,1009.0,28.0,280,2.7777800000000004,7,False,2
2016-07-06,29.0,0.72,0.2,1011.0,30.0,234,2.5000020000000003,7,False,3
2016-07-07,30.0,0.76,7.6,1009.0,29.0,225,2.5000020000000003,7,False,4
2016-07-08,27.0,0.85,4.3,1009.0,27.0,151,3.611114,7,False,5
2016-07-09,20.0,0.89,3.6,1011.0,21.0,111,3.611114,7,False,6
2016-07-10,24.0,0.76,0.6,1012.0,26.0,273,3.0555580000000004,7,False,7
2016-07-11,22.0,0.71,0.0,1018.0,25.0,189,2.222224,7,True,1
2016-07-12,25.0,0.77,0.3,1019.0,26.0,195,3.611114,7,False,2
2016-07-13,26.0,0.8,0.8,1017.0,27.0,192,3.333336,7,False,3
2016-07-14,28.0,0.86,11.0,1012.0,28.0,202,2.7777800000000004,7,False,4
2016-07-15,30.0,0.7,0.1,1012.0,30.0,259,3.0555580000000004,7,False,5
2016-07-16,29.0,0.72,1.4,1016.0,29.0,186,2.5000020000000003,7,False,6
2016-07-17,29.0,0.69,0.0,1017.0,30.0,250,1.944446,7,False,7
2016-07-18,29.0,0.72,1.7,1014.0,30.0,250,2.7777800000000004,7,False,1
2016-07-19,28.0,0.7,1.4,1015.0,29.0,190,2.7777800000000004,7,False,2
2016-07-20,27.0,0.74,1.4,1014.0,28.0,189,2.7777800000000004,7,False,3
2016-07-21,27.0,0.76,2.0,1014.0,28.0,190,3.0555580000000004,7,False,4
2016-07-22,28.0,0.75,3.5,1014.0,28.0,204,3.333336,7,False,5
2016-07-23,27.0,0.79,3.8,1013.0,27.0,192,3.333336,7,False,6
2016-07-24,27.0,0.76,4.2,1012.0,27.0,219,3.333336,7,False,7
2016-07-25,25.0,0.74,2.5,1014.0,26.0,181,3.333336,7,False,1
2016-07-26,26.0,0.74,1.0,1014.0,27.0,209,3.0555580000000004,7,False,2
2016-07-27,27.0,0.78,2.4,1013.0,27.0,227,2.5000020000000003,7,False,3
2016-07-28,30.0,0.73,1.6,1012.0,31.0,239,2.222224,7,False,4
2016-07-29,27.0,0.82,9.0,1011.0,28.0,80,3.0555580000000004,7,False,5
2016-07-30,27.0,0.83,12.8,1016.0,28.0,157,2.222224,7,False,6
2016-07-31,26.0,0.88,15.0,1016.0,26.0,107,3.888892,7,False,7
2016-08-01,25.0,0.85,1.2,1017.0,25.0,81,3.0555580000000004,8,False,1
2016-08-02,22.0,0.77,4.0,1019.0,24.0,66,3.611114,8,False,2
2016-08-03,23.0,0.68,0.0,1021.0,25.0,97,3.0555580000000004,8,True,3
2016-08-04,24.0,0.68,0.0,1020.0,26.0,125,2.222224,8,True,4
2016-08-05,25.0,0.7,0.0,1016.0,27.0,218,3.611114,8,True,5
2016-08-06,28.0,0.76,9.3,1008.0,29.0,265,3.611114,8,False,6
2016-08-07,27.0,0.59,0.0,1012.0,29.0,311,3.0555580000000004,8,True,7
2016-08-08,27.0,0.65,0.0,1017.0,28.0,158,1.944446,8,True,1
2016-08-09,28.0,0.69,0.0,1022.0,28.0,177,2.7777800000000004,8,True,2
2016-08-10,29.0,0.85,23.5,1021.0,28.0,213,3.611114,8,False,3
2016-08-11,31.0,0.83,10.1,1018.0,31.0,236,3.0555580000000004,8,False,4
2016-08-12,32.0,0.82,9.0,1013.0,32.0,236,3.611114,8,False,5
2016-08-13,34.0,0.81,16.5,1012.0,32.0,224,3.0555580000000004,8,False,6
2016-08-14,33.0,0.77,0.7,1014.0,32.0,265,3.611114,8,False,7
2016-08-15,31.0,0.74,0.0,1021.0,30.0,281,1.666668,8,False,1
2016-08-16,31.0,0.78,2.4,1020.0,29.0,176,3.333336,8,False,2
2016-08-17,28.0,0.68,0.0,1016.0,29.0,290,4.444448,8,True,3
2016-08-18,27.0,0.73,2.2,1015.0,28.0,153,1.666668,8,False,4
2016-08-19,28.0,0.73,1.3,1014.0,28.0,137,2.222224,8,False,5
2016-08-20,28.0,0.73,1.3,1013.0,28.0,128,3.0555580000000004,8,False,6
2016-08-21,28.0,0.8,9.6,1011.0,28.0,164,4.722226,8,False,7
2016-08-22,22.0,0.63,0.0,1016.0,25.0,324,5.8333379999999995,8,True,1
2016-08-23,25.0,0.55,0.0,1025.0,26.0,282,2.222224,8,True,2
2016-08-24,27.0,0.64,0.0,1024.0,28.0,232,3.333336,8,True,3
2016-08-25,25.0,0.77,0.0,1019.0,26.0,213,4.166670000000001,8,True,4
2016-08-26,30.0,0.74,4.6,1016.0,31.0,287,3.611114,8,False,5
2016-08-27,29.0,0.63,0.0,1021.0,29.0,88,2.7777800000000004,8,True,6
2016-08-28,28.0,0.69,0.0,1023.0,28.0,149,2.5000020000000003,8,True,7
2016-08-29,29.0,0.66,0.8,1020.0,30.0,262,3.611114,8,False,1
2016-08-30,26.0,0.65,0.0,1020.0,26.0,107,2.5000020000000003,8,True,2
2016-08-31,25.0,0.84,0.1,1015.0,24.0,227,2.7777800000000004,8,False,3
2016-09-01,25.0,0.79,8.4,1011.0,25.0,227,1.944446,9,False,4
2016-09-02,22.0,0.61,0.0,1018.0,26.0,105,3.611114,9,True,5
2016-09-03,21.0,0.71,0.1,1021.0,23.0,59,4.722226,9,True,6
2016-09-04,21.0,0.66,0.0,1023.0,25.0,43,4.444448,9,True,7
2016-09-05,22.0,0.63,0.0,1020.0,27.0,95,5.0000040000000014,9,True,1
2016-09-06,25.0,0.69,0.2,1014.0,26.0,57,7.222228,9,True,2
2016-09-07,26.0,0.79,0.3,1014.0,27.0,78,4.166670000000001,9,False,3
2016-09-08,28.0,0.8,0.3,1012.0,29.0,203,1.944446,9,False,4
2016-09-09,30.0,0.76,10.5,1013.0,29.0,251,2.222224,9,False,5
2016-09-10,29.0,0.77,5.8,1015.0,29.0,133,3.611114,9,False,6
2016-09-11,25.0,0.67,0.2,1016.0,27.0,286,5.277782,9,True,7
2016-09-12,22.0,0.61,0.0,1023.0,24.0,107,3.0555580000000004,9,True,1
2016-09-13,23.0,0.71,0.0,1022.0,25.0,219,3.333336,9,True,2
2016-09-14,25.0,0.67,0.1,1018.0,29.0,222,3.611114,9,True,3
2016-09-15,20.0,0.61,0.0,1024.0,22.0,70,3.888892,9,True,4
2016-09-16,19.0,0.67,0.0,1026.0,22.0,121,2.7777800000000004,9,True,5
2016-09-17,21.0,0.73,0.0,1022.0,23.0,164,3.0555580000000004,9,True,6
2016-09-18,25.0,0.85,3.4,1017.0,26.0,205,3.611114,9,False,7
2016-09-19,22.0,0.93,10.8,1017.0,22.0,167,1.666668,9,False,1
2016-09-20,25.0,0.85,0.0,1019.0,26.0,144,1.666668,9,False,2
2016-09-21,26.0,0.65,0.0,1021.0,26.0,98,2.222224,9,True,3
2016-09-22,25.0,0.6,0.0,1020.0,26.0,85,2.222224,9,True,4
2016-09-23,24.0,0.69,0.0,1016.0,28.0,209,1.666668,9,True,5
2016-09-24,18.0,0.66,1.8,1019.0,20.0,24,4.444448,9,False,6
2016-09-25,18.0,0.5,0.0,1021.0,20.0,120,2.222224,9,True,7
2016-09-26,18.0,0.58,0.0,1020.0,21.0,132,3.888892,9,True,1
2016-09-27,21.0,0.77,5.2,1013.0,22.0,241,2.7777800000000004,9,False,2
2016-09-28,18.0,0.77,0.2,1020.0,20.0,52,5.555560000000002,9,True,3
2016-09-29,16.0,0.77,0.8,1027.0,18.0,66,7.222228,9,False,4
2016-09-30,13.0,0.84,2.2,1025.0,16.0,50,8.055562,9,False,5
2016-10-01,14.0,0.86,3.3,1022.0,17.0,45,5.555560000000002,10,False,6
2016-10-02,15.0,0.87,0.1,1019.0,17.0,88,2.222224,10,False,7
2016-10-03,18.0,0.81,1.8,1017.0,21.0,193,1.3888900000000002,10,False,1
2016-10-04,17.0,0.81,2.4,1025.0,19.0,55,4.166670000000001,10,False,2
2016-10-05,16.0,0.72,0.0,1026.0,18.0,79,3.0555580000000004,10,False,3
2016-10-06,19.0,0.75,0.0,1026.0,21.0,105,1.666668,10,True,4
2016-10-07,20.0,0.75,0.0,1024.0,21.0,139,1.944446,10,True,5
2016-10-08,17.0,0.87,7.6,1018.0,19.0,66,1.944446,10,False,6
2016-10-09,12.0,0.83,7.6,1016.0,18.0,227,6.3888940000000005,10,False,7
2016-10-10,11.0,0.58,0.0,1024.0,16.0,263,5.277782,10,False,1
2016-10-11,12.0,0.61,0.0,1030.0,16.0,83,2.5000020000000003,10,False,2
2016-10-12,15.0,0.75,0.0,1026.0,18.0,135,2.222224,10,False,3
2016-10-13,15.0,0.79,0.0,1020.0,18.0,275,3.611114,10,False,4
2016-10-14,12.0,0.59,0.0,1027.0,15.0,185,3.0555580000000004,10,False,5
2016-10-15,14.0,0.65,0.0,1029.0,17.0,110,3.0555580000000004,10,False,6
2016-10-16,16.0,0.79,0.0,1021.0,20.0,231,3.888892,10,True,7
2016-10-17,20.0,0.81,0.3,1014.0,24.0,250,3.0555580000000004,10,False,1
2016-10-18,21.0,0.8,0.0,1012.0,25.0,215,4.444448,10,True,2
2016-10-19,22.0,0.77,0.0,1015.0,26.0,253,3.0555580000000004,10,True,3
2016-10-20,19.0,0.79,0.1,1019.0,20.0,88,4.444448,10,True,4
2016-10-21,19.0,0.95,2.1,1005.0,21.0,147,2.222224,10,False,5
2016-10-22,7.0,0.81,7.4,999.0,13.0,303,8.333340000000002,10,False,6
2016-10-23,9.0,0.66,0.0,1010.0,15.0,273,6.944450000000002,10,False,7
2016-10-24,10.0,0.71,1.6,1014.0,15.0,299,5.555560000000002,10,False,1
2016-10-25,6.0,0.61,0.0,1024.0,10.0,304,5.8333379999999995,10,False,2
2016-10-26,4.0,0.58,0.0,1030.0,9.0,289,4.166670000000001,10,False,3
2016-10-27,6.0,0.77,7.0,1026.0,12.0,122,4.444448,10,False,4
2016-10-28,4.0,0.76,0.0,1020.0,9.0,312,6.944450000000002,10,False,5
2016-10-29,10.0,0.72,0.0,1018.0,16.0,254,3.888892,10,False,6
2016-10-30,16.0,0.86,0.0,1012.0,20.0,276,3.611114,10,False,7
2016-10-31,7.0,0.69,0.0,1022.0,11.0,201,4.166670000000001,10,False,1
2016-11-01,10.0,0.72,0.0,1027.0,14.0,132,2.7777800000000004,11,False,2
2016-11-02,14.0,0.85,0.0,1023.0,19.0,239,3.0555580000000004,11,False,3
2016-11-03,16.0,0.8,0.0,1015.0,21.0,276,5.0000040000000014,11,True,4
2016-11-04,10.0,0.64,0.0,1020.0,15.0,326,5.0000040000000014,11,False,5
2016-11-05,10.0,0.72,0.0,1022.0,15.0,296,3.888892,11,False,6
2016-11-06,8.0,0.67,0.0,1024.0,14.0,205,5.8333379999999995,11,False,7
2016-11-07,7.0,0.6,0.0,1030.0,10.0,135,3.611114,11,False,1
2016-11-08,13.0,0.55,0.0,1020.0,17.0,279,2.222224,11,False,2
2016-11-09,11.0,0.79,1.0,1011.0,13.0,314,3.333336,11,False,3
2016-11-10,7.0,0.67,0.0,1014.0,12.0,294,4.444448,11,False,4
2016-11-11,7.0,0.61,0.0,1010.0,15.0,298,7.777784,11,False,5
2016-11-12,3.0,0.58,0.0,1024.0,9.0,303,4.444448,11,False,6
